 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, rowcost
F# aeolian (6#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 8+0:2:0:0:3, 8+0:4:0:0:5, 6+0:0:0:0:0, 8+0:5:0:0:6, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:3, 6+0:4:0:0:5, 5+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:3, 5+0:1:0:0:2, 6+0:2:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 185+0:42:0:0:60
Gb locrian (6b), 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:4, 5+0:2:1:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:2, 8+0:2:0:0:7, 4+0:0:0:0:1, 6+0:0:0:0:3, 6+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:3, 6+0:0:0:0:4, 6+0:2:1:0:4, 4+0:1:0:0:3,  , 4+0:0:0:0:2,  ,  ,  , 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:2,  ,  , 5+0:0:0:0:2, 5+0:0:0:0:3, 6+0:1:0:0:4, 4+0:0:0:0:2, 5+0:1:0:0:4, 3+0:0:0:0:2, 4+0:1:0:0:3, 179+0:11:2:0:105
F# locrian (6#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 7+0:2:0:0:1, 8+0:4:0:0:3, 4+0:0:0:0:0, 8+0:5:0:0:4, 5+0:1:0:0:0, 7+0:1:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0,  , 4+0:1:0:0:0,  ,  ,  , 5+0:2:0:0:1, 6+0:4:0:0:3, 3+0:0:0:0:0, 6+0:5:0:0:4, 4+0:1:0:0:0,  ,  , 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:2:0:0:2, 4+0:1:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 164+0:42:2:0:22
Cb major (7b), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:3, 5+0:2:1:0:4, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:1, 8+0:2:0:0:6, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 6+0:2:1:0:4, 4+0:1:0:0:3,  , 3+0:0:0:0:1,  ,  ,  , 4+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1,  ,  , 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 3+0:1:0:0:2, 158+0:11:2:0:74
C# major (7#), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 7+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:2, 8+0:2:0:0:4, 8+0:4:0:0:6, 7+0:0:0:0:1, 8+0:5:0:0:7, 6+0:1:0:0:3, 7+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:2, 6+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:4, 6+0:4:0:0:5, 5+0:0:0:0:1, 6+0:5:0:0:6, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:4, 5+0:1:0:0:2, 6+0:2:0:0:3, 4+0:1:0:0:2, 5+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 180+0:42:0:0:81
Ab minor (7b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 5+0:2:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 7+0:2:0:0:5, 4+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 6+0:2:1:0:3, 4+0:1:0:0:2,  , 2+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:2, 2+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0, 2+0:1:0:0:1, 128+0:11:2:0:42
A# minor (7#), 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:0, 5+0:0:0:0:5, 3+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 6+0:1:0:0:6, 7+0:2:0:0:7, 7+0:1:0:0:7, 5+0:1:0:0:5, 8+0:2:0:0:7, 8+0:4:0:0:8, 7+0:0:0:0:5, 8+0:5:0:0:8, 6+0:1:0:0:6, 7+0:2:0:0:7, 7+0:1:0:0:7, 5+0:1:0:0:5, 6+0:0:0:0:5, 4+0:0:0:0:3, 3+0:0:0:0:3,  , 4+0:1:0:0:4,  ,  ,  , 6+0:2:0:0:6, 6+0:4:0:0:6, 5+0:0:0:0:5, 6+0:5:0:0:6, 4+0:1:0:0:4,  ,  , 6+0:2:0:0:6, 5+0:1:0:0:5, 6+0:2:0:0:6, 4+0:1:0:0:4, 5+0:1:0:0:5, 2+0:0:0:0:2, 3+0:1:0:0:3, 180+0:42:0:0:174
Ab minor mel (7b), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:2, 5+0:2:1:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 7+0:2:0:0:5, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:2, 6+0:2:1:0:3, 4+0:1:0:0:2,  , 1+0:0:0:0:0,  ,  ,  , 2+0:0:0:0:1, 0+0:0:0:0:0, 5+0:1:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0,  ,  , 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:1:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0, 2+0:1:0:0:1, 109+0:11:2:0:43
A# minor mel (7#), 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:0, 5+0:0:0:0:5, 4+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 6+0:1:0:0:6, 7+0:2:0:0:7, 7+0:1:0:0:7, 5+0:1:0:0:5, 8+0:2:0:0:7, 8+0:4:0:0:8, 8+0:0:0:0:5, 8+0:5:0:0:8, 6+0:1:0:0:6, 7+0:2:0:0:7, 7+0:1:0:0:7, 5+0:1:0:0:5, 6+0:0:0:0:5, 5+0:0:0:0:3, 4+0:0:0:0:3,  , 4+0:1:0:0:4,  ,  ,  , 6+0:2:0:0:6, 6+0:4:0:0:6, 6+0:0:0:0:5, 6+0:5:0:0:6, 4+0:1:0:0:4,  ,  , 6+0:2:0:0:6, 5+0:1:0:0:5, 7+0:2:0:0:6, 4+0:1:0:0:4, 6+0:1:0:0:5, 1+0:0:0:0:1, 4+0:1:0:0:3, 180+0:42:0:0:166
Cb major blues (7b), 3+0:0:0:0:3, 3+0:0:0:0:3, 3+0:0:0:0:3, 3+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:3, 2+0:0:0:0:0, 5+0:0:0:0:5, 5+0:2:1:0:5, 3+0:0:0:0:3, 3+0:0:0:0:3, 6+0:0:0:0:4, 7+0:0:0:0:4, 7+0:0:0:0:5, 5+0:0:0:0:3, 8+0:0:0:0:5, 6+0:0:0:0:3, 8+0:2:0:0:8, 5+0:0:0:0:2, 6+0:0:0:0:4, 7+0:0:0:0:4, 7+0:0:0:0:5, 5+0:0:0:0:3, 6+0:0:0:0:5, 6+0:2:1:0:5, 4+0:1:0:0:4,  , 4+0:0:0:0:2,  ,  ,  , 6+0:0:0:0:3, 4+0:0:0:0:1, 6+0:1:0:0:6, 3+0:0:0:0:1, 4+0:0:0:0:2,  ,  , 6+0:0:0:0:3, 5+0:0:0:0:3, 7+0:1:0:0:5, 4+0:0:0:0:2, 6+0:1:0:0:5, 3+0:0:0:0:3, 4+0:1:0:0:3, 194+0:11:2:0:136
C# major blues (7#), 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 6+0:1:0:0:4, 7+0:2:0:0:5, 7+0:1:0:0:4, 5+0:1:0:0:3, 8+0:2:0:0:5, 8+0:4:0:0:7, 8+0:0:0:0:2, 8+0:5:0:0:7, 6+0:1:0:0:4, 7+0:2:0:0:5, 7+0:1:0:0:4, 5+0:1:0:0:3, 6+0:0:0:0:2, 6+0:0:0:0:1, 4+0:0:0:0:1,  , 4+0:1:0:0:3,  ,  ,  , 6+0:2:0:0:5, 6+0:4:0:0:6, 6+0:0:0:0:2, 6+0:5:0:0:6, 4+0:1:0:0:3,  ,  , 6+0:2:0:0:5, 5+0:1:0:0:3, 7+0:2:0:0:4, 4+0:1:0:0:3, 6+0:1:0:0:3, 3+0:0:0:0:2, 4+0:1:0:0:2, 200+0:42:0:0:121
Ab minor blues (7b), 3+0:0:0:0:3, 3+0:0:0:0:3, 3+0:0:0:0:3, 3+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:3, 2+0:0:0:0:0, 5+0:0:0:0:5, 5+0:2:1:0:5, 3+0:0:0:0:3, 3+0:0:0:0:3, 6+0:0:0:0:4, 7+0:0:0:0:4, 7+0:0:0:0:5, 5+0:0:0:0:3, 8+0:0:0:0:5, 6+0:0:0:0:3, 8+0:2:0:0:8, 5+0:0:0:0:2, 6+0:0:0:0:4, 7+0:0:0:0:4, 7+0:0:0:0:5, 5+0:0:0:0:3, 6+0:0:0:0:5, 6+0:2:1:0:5, 4+0:1:0:0:4,  , 4+0:0:0:0:2,  ,  ,  , 6+0:0:0:0:3, 4+0:0:0:0:1, 6+0:1:0:0:6, 3+0:0:0:0:1, 4+0:0:0:0:2,  ,  , 6+0:0:0:0:3, 5+0:0:0:0:3, 7+0:1:0:0:5, 4+0:0:0:0:2, 6+0:1:0:0:5, 3+0:0:0:0:3, 4+0:1:0:0:3, 194+0:11:2:0:136
A# minor blues (7#), 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 6+0:1:0:0:4, 7+0:2:0:0:5, 7+0:1:0:0:4, 5+0:1:0:0:3, 8+0:2:0:0:5, 8+0:4:0:0:7, 8+0:0:0:0:2, 8+0:5:0:0:7, 6+0:1:0:0:4, 7+0:2:0:0:5, 7+0:1:0:0:4, 5+0:1:0:0:3, 6+0:0:0:0:2, 6+0:0:0:0:1, 4+0:0:0:0:1,  , 4+0:1:0:0:3,  ,  ,  , 6+0:2:0:0:5, 6+0:4:0:0:6, 6+0:0:0:0:2, 6+0:5:0:0:6, 4+0:1:0:0:3,  ,  , 6+0:2:0:0:5, 5+0:1:0:0:3, 7+0:2:0:0:4, 4+0:1:0:0:3, 6+0:1:0:0:3, 3+0:0:0:0:2, 4+0:1:0:0:2, 200+0:42:0:0:121
Cb dorian (7b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+0:2:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:2:1:0:3, 4+0:1:0:0:2,  , 2+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:1, 139+0:11:2:0:43
C# dorian (7#), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:4, 7+0:2:0:0:5, 7+0:1:0:0:4, 5+0:1:0:0:3, 8+0:2:0:0:5, 8+0:4:0:0:7, 8+0:0:0:0:2, 8+0:5:0:0:7, 6+0:1:0:0:4, 7+0:2:0:0:5, 7+0:1:0:0:4, 5+0:1:0:0:3, 6+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1,  , 4+0:1:0:0:3,  ,  ,  , 6+0:2:0:0:5, 6+0:4:0:0:6, 6+0:0:0:0:2, 6+0:5:0:0:6, 4+0:1:0:0:3,  ,  , 6+0:2:0:0:5, 5+0:1:0:0:3, 7+0:2:0:0:4, 4+0:1:0:0:3, 6+0:1:0:0:3, 1+0:0:0:0:0, 4+0:1:0:0:2, 180+0:42:0:0:105
Cb phrygian (7b), 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:4, 5+0:2:1:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:2, 8+0:2:0:0:7, 4+0:0:0:0:1, 6+0:0:0:0:3, 6+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:3, 6+0:0:0:0:4, 6+0:2:1:0:4, 4+0:1:0:0:3,  , 4+0:0:0:0:2,  ,  ,  , 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:2,  ,  , 5+0:0:0:0:2, 5+0:0:0:0:3, 6+0:1:0:0:4, 4+0:0:0:0:2, 5+0:1:0:0:4, 3+0:0:0:0:2, 4+0:1:0:0:3, 179+0:11:2:0:105
C# phrygian (7#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 8+0:2:0:0:3, 8+0:4:0:0:5, 6+0:0:0:0:0, 8+0:5:0:0:6, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:3, 6+0:4:0:0:5, 5+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:3, 5+0:1:0:0:2, 6+0:2:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 185+0:42:0:0:60
Cb lydian (7b), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:2, 5+0:2:1:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 8+0:2:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:2:1:0:3, 4+0:1:0:0:2,  , 2+0:0:0:0:0,  ,  ,  , 3+0:0:0:0:1, 1+0:0:0:0:0, 6+0:1:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0,  ,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:1, 139+0:11:2:0:43
C# lydian (7#), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:4, 7+0:2:0:0:5, 7+0:1:0:0:4, 5+0:1:0:0:3, 8+0:2:0:0:5, 8+0:4:0:0:7, 8+0:0:0:0:2, 8+0:5:0:0:7, 6+0:1:0:0:4, 7+0:2:0:0:5, 7+0:1:0:0:4, 5+0:1:0:0:3, 6+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1,  , 4+0:1:0:0:3,  ,  ,  , 6+0:2:0:0:5, 6+0:4:0:0:6, 6+0:0:0:0:2, 6+0:5:0:0:6, 4+0:1:0:0:3,  ,  , 6+0:2:0:0:5, 5+0:1:0:0:3, 7+0:2:0:0:4, 4+0:1:0:0:3, 6+0:1:0:0:3, 1+0:0:0:0:0, 4+0:1:0:0:2, 180+0:42:0:0:105
Cb mixolydian (7b), 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:4, 5+0:2:1:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 6+0:0:0:0:3, 6+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:2, 8+0:2:0:0:7, 4+0:0:0:0:1, 6+0:0:0:0:3, 6+0:0:0:0:3, 7+0:0:0:0:4, 5+0:0:0:0:3, 6+0:0:0:0:4, 6+0:2:1:0:4, 4+0:1:0:0:3,  , 4+0:0:0:0:2,  ,  ,  , 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:5, 2+0:0:0:0:0, 4+0:0:0:0:2,  ,  , 5+0:0:0:0:2, 5+0:0:0:0:3, 6+0:1:0:0:4, 4+0:0:0:0:2, 5+0:1:0:0:4, 3+0:0:0:0:2, 4+0:1:0:0:3, 179+0:11:2:0:105
C# mixolydian (7#), 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 8+0:2:0:0:3, 8+0:4:0:0:5, 6+0:0:0:0:0, 8+0:5:0:0:6, 6+0:1:0:0:2, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:1:0:0:2, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:3, 6+0:4:0:0:5, 5+0:0:0:0:0, 6+0:5:0:0:5, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:3, 5+0:1:0:0:2, 6+0:2:0:0:2, 4+0:1:0:0:2, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 185+0:42:0:0:60
Cb aeolian (7b), 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 0+0:0:0:0:0, 5+0:0:0:0:3, 5+0:2:1:0:4, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:1, 8+0:2:0:0:6, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:3, 6+0:2:1:0:4, 4+0:1:0:0:3,  , 3+0:0:0:0:1,  ,  ,  , 4+0:0:0:0:1, 2+0:0:0:0:0, 6+0:1:0:0:4, 1+0:0:0:0:0, 3+0:0:0:0:1,  ,  , 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:1, 5+0:1:0:0:3, 3+0:0:0:0:1, 3+0:1:0:0:2, 158+0:11:2:0:74
C# aeolian (7#), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:3, 7+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:2, 8+0:2:0:0:4, 8+0:4:0:0:6, 7+0:0:0:0:1, 8+0:5:0:0:7, 6+0:1:0:0:3, 7+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:2, 6+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1,  , 4+0:1:0:0:2,  ,  ,  , 6+0:2:0:0:4, 6+0:4:0:0:5, 5+0:0:0:0:1, 6+0:5:0:0:6, 4+0:1:0:0:2,  ,  , 6+0:2:0:0:4, 5+0:1:0:0:2, 6+0:2:0:0:3, 4+0:1:0:0:2, 5+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 180+0:42:0:0:81
Cb locrian (7b), 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:5, 5+0:2:1:0:5, 2+0:0:0:0:2, 2+0:0:0:0:2, 6+0:0:0:0:4, 7+0:0:0:0:4, 7+0:0:0:0:5, 5+0:0:0:0:3, 8+0:0:0:0:5, 6+0:0:0:0:3, 8+0:2:0:0:8, 5+0:0:0:0:2, 6+0:0:0:0:4, 7+0:0:0:0:4, 7+0:0:0:0:5, 5+0:0:0:0:3, 6+0:0:0:0:5, 6+0:2:1:0:5, 4+0:1:0:0:4,  , 4+0:0:0:0:2,  ,  ,  , 6+0:0:0:0:3, 4+0:0:0:0:1, 6+0:1:0:0:6, 3+0:0:0:0:1, 4+0:0:0:0:2,  ,  , 6+0:0:0:0:3, 5+0:0:0:0:3, 7+0:1:0:0:5, 4+0:0:0:0:2, 6+0:1:0:0:5, 2+0:0:0:0:2, 4+0:1:0:0:3, 184+0:11:2:0:126
