 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, rowcost
G# minor blues (5#), 5+0:0:0:0:1, 5+0:2:0:0:3, 7+0:2:0:0:3, 8+0:3:1:0:4, 6+0:3:0:0:4, 5+0:3:0:0:4, 6+0:3:0:0:4, 8+0:4:0:0:5, 6+0:2:0:0:3, 6+0:0:0:0:1, 6+0:2:0:0:2, 4+0:0:0:0:1, 6+0:2:0:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 96+0:26:1:0:38
Db dorian (5b), 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:2, 47+0:1:1:0:7
B dorian (5#), 5+0:0:0:0:1, 5+0:2:0:0:2, 7+0:2:0:0:3, 8+0:3:1:0:4, 6+0:3:0:0:4, 5+0:3:0:0:4, 6+0:3:0:0:4, 8+0:4:0:0:5, 6+0:2:0:0:3, 4+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:1, 6+0:2:0:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 94+0:26:1:0:36
Db phrygian (5b), 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 7+0:0:0:0:3, 6+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 59+0:0:0:0:21
B phrygian (5#), 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 7+0:3:1:0:2, 6+0:3:0:0:2, 5+0:3:0:0:2, 6+0:3:0:0:2, 8+0:4:0:0:3, 6+0:2:0:0:1, 4+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 77+0:26:1:0:16
Db lydian (5b), 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:2, 47+0:1:1:0:7
B lydian (5#), 5+0:0:0:0:1, 5+0:2:0:0:2, 7+0:2:0:0:3, 8+0:3:1:0:4, 6+0:3:0:0:4, 5+0:3:0:0:4, 6+0:3:0:0:4, 8+0:4:0:0:5, 6+0:2:0:0:3, 4+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:1, 6+0:2:0:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 94+0:26:1:0:36
Db mixolydian (5b), 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 7+0:0:0:0:3, 6+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 59+0:0:0:0:21
B mixolydian (5#), 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 7+0:3:1:0:2, 6+0:3:0:0:2, 5+0:3:0:0:2, 6+0:3:0:0:2, 8+0:4:0:0:3, 6+0:2:0:0:1, 4+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 77+0:26:1:0:16
Db aeolian (5b), 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 54+0:0:1:0:13
B aeolian (5#), 4+0:0:0:0:0, 5+0:2:0:0:2, 6+0:2:0:0:2, 7+0:3:1:0:3, 6+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 8+0:4:0:0:4, 6+0:2:0:0:2, 5+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 6+0:2:0:0:2, 6+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 88+0:26:1:0:26
Db locrian (5b), 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 8+0:0:0:0:4, 6+0:0:0:0:4, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 69+0:0:0:0:31
B locrian (5#), 3+0:0:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 6+0:3:1:0:2, 6+0:3:0:0:1, 5+0:3:0:0:2, 6+0:3:0:0:1, 8+0:4:0:0:2, 5+0:2:0:0:0, 4+0:1:0:0:0, 4+0:2:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 67+0:27:1:0:9
Gb major (6b), 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 7+0:0:0:0:3, 6+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 59+0:0:0:0:21
F# major (6#), 5+0:0:0:0:1, 5+0:2:0:0:2, 7+0:2:0:0:3, 8+0:3:1:0:4, 6+0:3:0:0:4, 5+0:3:0:0:4, 6+0:3:0:0:4, 8+0:4:0:0:5, 6+0:2:0:0:3, 4+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:1, 6+0:2:0:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 94+0:26:1:0:36
Eb minor (6b), 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 50+0:0:0:0:10
D# minor (6#), 5+0:0:0:0:4, 5+0:2:0:0:4, 7+0:2:0:0:6, 8+0:3:1:0:7, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:7, 6+0:2:0:0:5, 3+0:0:0:0:3, 6+0:2:0:0:6, 4+0:0:0:0:4, 6+0:2:0:0:6, 7+0:0:0:0:5, 3+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 91+0:26:1:0:79
Eb minor mel (6b), 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 45+0:0:1:0:13
D# minor mel (6#), 5+0:0:0:0:4, 5+0:2:0:0:4, 7+0:2:0:0:5, 8+0:3:1:0:7, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:7, 6+0:2:0:0:5, 2+0:0:0:0:2, 6+0:2:0:0:6, 5+0:0:0:0:3, 6+0:2:0:0:6, 7+0:0:0:0:4, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 95+0:26:1:0:75
Gb major blues (6b), 5+0:0:0:0:3, 4+0:0:0:0:2, 7+0:0:0:0:3, 7+0:0:1:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 8+0:0:0:0:5, 6+0:0:0:0:5, 3+0:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:4, 85+0:0:1:0:49
F# major blues (6#), 5+0:0:0:0:2, 5+0:2:0:0:3, 7+0:2:0:0:4, 8+0:3:1:0:5, 6+0:3:0:0:5, 5+0:3:0:0:4, 6+0:3:0:0:5, 8+0:4:0:0:5, 6+0:2:0:0:3, 5+0:0:0:0:2, 6+0:2:0:0:3, 5+0:0:0:0:2, 6+0:2:0:0:3, 8+0:0:0:0:2, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 101+0:26:1:0:48
Eb minor blues (6b), 5+0:0:0:0:3, 4+0:0:0:0:2, 7+0:0:0:0:3, 7+0:0:1:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 8+0:0:0:0:5, 6+0:0:0:0:5, 3+0:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:4, 85+0:0:1:0:49
D# minor blues (6#), 5+0:0:0:0:4, 5+0:2:0:0:5, 7+0:2:0:0:5, 8+0:3:1:0:7, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:7, 6+0:2:0:0:5, 4+0:0:0:0:4, 6+0:2:0:0:6, 5+0:0:0:0:3, 6+0:2:0:0:6, 7+0:0:0:0:4, 5+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 99+0:26:1:0:80
Gb dorian (6b), 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 54+0:0:1:0:13
F# dorian (6#), 5+0:0:0:0:2, 5+0:2:0:0:2, 7+0:2:0:0:3, 8+0:3:1:0:5, 6+0:3:0:0:5, 5+0:3:0:0:4, 6+0:3:0:0:5, 8+0:4:0:0:5, 6+0:2:0:0:3, 3+0:0:0:0:0, 6+0:2:0:0:3, 5+0:0:0:0:1, 6+0:2:0:0:3, 7+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 98+0:26:1:0:42
Gb phrygian (6b), 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 8+0:0:0:0:4, 6+0:0:0:0:4, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 69+0:0:0:0:31
F# phrygian (6#), 4+0:0:0:0:0, 5+0:2:0:0:2, 6+0:2:0:0:2, 7+0:3:1:0:3, 6+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 8+0:4:0:0:4, 6+0:2:0:0:2, 5+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 6+0:2:0:0:2, 6+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 88+0:26:1:0:26
Gb lydian (6b), 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 54+0:0:1:0:13
F# lydian (6#), 5+0:0:0:0:2, 5+0:2:0:0:2, 7+0:2:0:0:3, 8+0:3:1:0:5, 6+0:3:0:0:5, 5+0:3:0:0:4, 6+0:3:0:0:5, 8+0:4:0:0:5, 6+0:2:0:0:3, 3+0:0:0:0:0, 6+0:2:0:0:3, 5+0:0:0:0:1, 6+0:2:0:0:3, 7+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 98+0:26:1:0:42
Gb mixolydian (6b), 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 8+0:0:0:0:4, 6+0:0:0:0:4, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 69+0:0:0:0:31
F# mixolydian (6#), 4+0:0:0:0:0, 5+0:2:0:0:2, 6+0:2:0:0:2, 7+0:3:1:0:3, 6+0:3:0:0:3, 5+0:3:0:0:3, 6+0:3:0:0:3, 8+0:4:0:0:4, 6+0:2:0:0:2, 5+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:0, 6+0:2:0:0:2, 6+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 88+0:26:1:0:26
Gb aeolian (6b), 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 7+0:0:0:0:3, 6+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 59+0:0:0:0:21
F# aeolian (6#), 5+0:0:0:0:1, 5+0:2:0:0:2, 7+0:2:0:0:3, 8+0:3:1:0:4, 6+0:3:0:0:4, 5+0:3:0:0:4, 6+0:3:0:0:4, 8+0:4:0:0:5, 6+0:2:0:0:3, 4+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:1, 6+0:2:0:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 94+0:26:1:0:36
Gb locrian (6b), 5+0:0:0:0:3, 4+0:0:0:0:2, 7+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 8+0:0:0:0:5, 6+0:0:0:0:5, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 75+0:0:0:0:40
F# locrian (6#), 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:1, 7+0:3:1:0:2, 6+0:3:0:0:2, 5+0:3:0:0:2, 6+0:3:0:0:2, 8+0:4:0:0:3, 6+0:2:0:0:1, 4+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 77+0:26:1:0:16
Cb major (7b), 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 8+0:0:0:0:4, 6+0:0:0:0:4, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 69+0:0:0:0:31
C# major (7#), 5+0:0:0:0:2, 5+0:2:0:0:2, 7+0:2:0:0:3, 8+0:3:1:0:5, 6+0:3:0:0:5, 5+0:3:0:0:4, 6+0:3:0:0:5, 8+0:4:0:0:5, 6+0:2:0:0:3, 3+0:0:0:0:0, 6+0:2:0:0:3, 5+0:0:0:0:1, 6+0:2:0:0:3, 7+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 98+0:26:1:0:42
Ab minor (7b), 4+0:0:0:0:2, 2+0:0:0:0:0, 6+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 7+0:0:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 63+0:0:0:0:19
A# minor (7#), 5+0:0:0:0:5, 5+0:2:0:0:4, 7+0:2:0:0:6, 8+0:3:1:0:8, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:7, 6+0:2:0:0:5, 4+0:0:0:0:3, 6+0:2:0:0:6, 5+0:0:0:0:3, 6+0:2:0:0:6, 7+0:0:0:0:5, 5+0:0:0:0:4, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 96+0:26:1:0:82
Ab minor mel (7b), 3+0:0:0:0:2, 1+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:1:0:0:3, 52+0:1:0:0:22
A# minor mel (7#), 5+0:0:0:0:5, 5+0:2:0:0:4, 7+0:2:0:0:6, 8+0:3:1:0:8, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:7, 6+0:2:0:0:5, 2+0:1:0:0:2, 6+0:2:0:0:6, 5+0:0:0:0:3, 6+0:2:0:0:6, 7+0:0:0:0:5, 6+0:0:0:0:4, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 98+0:27:1:0:81
Cb major blues (7b), 5+0:0:0:0:4, 5+0:0:0:0:2, 7+0:0:0:0:4, 6+0:0:0:0:4, 5+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:4, 6+0:0:0:0:4, 5+0:0:0:0:4, 6+0:0:0:0:4, 8+0:0:0:0:6, 6+0:0:0:0:5, 2+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:3, 89+0:0:0:0:56
C# major blues (7#), 5+0:0:0:0:3, 5+0:2:0:0:3, 7+0:2:0:0:4, 8+0:3:1:0:6, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:6, 6+0:2:0:0:4, 5+0:0:0:0:2, 6+0:2:0:0:4, 5+0:0:0:0:2, 6+0:2:0:0:4, 8+0:0:0:0:3, 6+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 105+0:26:1:0:59
Ab minor blues (7b), 5+0:0:0:0:4, 5+0:0:0:0:2, 7+0:0:0:0:4, 6+0:0:0:0:4, 5+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:4, 6+0:0:0:0:4, 5+0:0:0:0:4, 6+0:0:0:0:4, 8+0:0:0:0:6, 6+0:0:0:0:5, 2+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:3, 89+0:0:0:0:56
A# minor blues (7#), 5+0:0:0:0:3, 5+0:2:0:0:3, 7+0:2:0:0:4, 8+0:3:1:0:6, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:6, 6+0:2:0:0:4, 5+0:0:0:0:2, 6+0:2:0:0:4, 5+0:0:0:0:2, 6+0:2:0:0:4, 8+0:0:0:0:3, 6+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 105+0:26:1:0:59
Cb dorian (7b), 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 7+0:0:0:0:3, 6+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 59+0:0:0:0:21
C# dorian (7#), 5+0:0:0:0:3, 5+0:2:0:0:3, 7+0:2:0:0:3, 8+0:3:1:0:6, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:6, 6+0:2:0:0:4, 2+0:0:0:0:0, 6+0:2:0:0:4, 5+0:0:0:0:1, 6+0:2:0:0:4, 7+0:0:0:0:2, 6+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 100+0:27:1:0:54
Cb phrygian (7b), 5+0:0:0:0:3, 4+0:0:0:0:2, 7+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 8+0:0:0:0:5, 6+0:0:0:0:5, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 75+0:0:0:0:40
C# phrygian (7#), 5+0:0:0:0:1, 5+0:2:0:0:2, 7+0:2:0:0:3, 8+0:3:1:0:4, 6+0:3:0:0:4, 5+0:3:0:0:4, 6+0:3:0:0:4, 8+0:4:0:0:5, 6+0:2:0:0:3, 4+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:1, 6+0:2:0:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 94+0:26:1:0:36
Cb lydian (7b), 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 7+0:0:0:0:3, 6+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 59+0:0:0:0:21
C# lydian (7#), 5+0:0:0:0:3, 5+0:2:0:0:3, 7+0:2:0:0:3, 8+0:3:1:0:6, 6+0:3:0:0:6, 5+0:3:0:0:4, 6+0:3:0:0:6, 8+0:4:0:0:6, 6+0:2:0:0:4, 2+0:0:0:0:0, 6+0:2:0:0:4, 5+0:0:0:0:1, 6+0:2:0:0:4, 7+0:0:0:0:2, 6+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:1, 100+0:27:1:0:54
Cb mixolydian (7b), 5+0:0:0:0:3, 4+0:0:0:0:2, 7+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:3, 8+0:0:0:0:5, 6+0:0:0:0:5, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 75+0:0:0:0:40
C# mixolydian (7#), 5+0:0:0:0:1, 5+0:2:0:0:2, 7+0:2:0:0:3, 8+0:3:1:0:4, 6+0:3:0:0:4, 5+0:3:0:0:4, 6+0:3:0:0:4, 8+0:4:0:0:5, 6+0:2:0:0:3, 4+0:0:0:0:0, 6+0:2:0:0:2, 4+0:0:0:0:1, 6+0:2:0:0:2, 7+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 94+0:26:1:0:36
Cb aeolian (7b), 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 8+0:0:0:0:4, 6+0:0:0:0:4, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 69+0:0:0:0:31
