 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, rowcost
C# major (7#), 5+0:1:0:0:2, 4+0:0:0:0:0, 9+0:3:1:0:5, 8+0:3:0:0:5, 5+0:1:0:0:2, 4+0:0:0:0:1, 9+0:2:0:0:4, 6+0:0:0:1:1, 5+0:0:0:0:1, 6+0:0:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:1, 75+0:11:1:1:26
Ab minor (7b), 4+0:0:0:0:2, 5+0:2:1:0:4, 8+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 5+0:1:0:0:3, 8+0:0:0:0:3, 7+0:3:0:1:4, 4+0:0:0:0:3, 6+0:0:0:0:2, 4+0:0:0:0:2, 5+0:2:1:0:4, 5+0:0:0:0:3, 71+0:9:2:1:36
A# minor (7#), 5+0:1:0:0:5, 4+0:0:0:0:3, 9+0:3:1:0:9, 8+0:3:0:0:8, 5+0:1:0:0:5, 4+0:0:0:0:4, 9+0:2:0:0:8, 7+0:0:0:1:2, 5+0:0:0:0:4, 6+0:0:0:0:5, 5+0:1:0:0:5, 4+0:0:0:0:3, 5+0:0:0:0:4, 76+0:11:1:1:65
Ab minor mel (7b), 3+0:0:0:0:2, 5+0:2:1:0:4, 7+0:0:0:0:2, 4+0:0:0:0:1, 4+0:1:0:0:3, 4+0:1:0:0:3, 7+0:0:0:0:3, 7+0:3:0:1:4, 4+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:2, 5+0:2:1:0:4, 4+0:0:0:0:3, 62+0:9:2:1:36
A# minor mel (7#), 5+0:1:0:0:5, 4+0:0:0:0:3, 9+0:3:1:0:9, 8+0:3:0:0:8, 5+0:1:0:0:5, 4+0:0:0:0:4, 9+0:2:0:0:8, 5+0:0:0:0:2, 5+0:0:0:0:4, 6+0:0:0:0:5, 5+0:1:0:0:5, 4+0:0:0:0:3, 5+0:0:0:0:4, 74+0:11:1:0:65
Cb major blues (7b), 5+0:0:0:0:3, 6+0:2:1:0:5, 9+0:0:0:0:5, 8+0:0:0:0:4, 6+0:1:0:0:4, 6+0:1:0:0:5, 9+0:0:0:0:6, 7+0:3:0:1:6, 5+0:0:0:0:5, 6+0:0:0:0:4, 5+0:0:0:0:3, 6+0:2:1:0:5, 5+0:0:0:0:4, 83+0:9:2:1:59
C# major blues (7#), 5+0:1:0:0:2, 5+0:0:1:0:1, 9+0:3:1:0:6, 8+0:3:0:0:6, 5+0:1:0:0:2, 5+0:0:0:0:3, 9+0:2:0:0:5, 6+0:0:0:1:1, 5+0:0:0:0:2, 6+0:0:0:0:2, 5+0:1:0:0:2, 5+0:0:1:0:1, 5+0:0:0:0:1, 78+0:11:3:1:34
Ab minor blues (7b), 5+0:0:0:0:3, 6+0:2:1:0:5, 9+0:0:0:0:5, 8+0:0:0:0:4, 6+0:1:0:0:4, 6+0:1:0:0:5, 9+0:0:0:0:6, 7+0:3:0:1:6, 5+0:0:0:0:5, 6+0:0:0:0:4, 5+0:0:0:0:3, 6+0:2:1:0:5, 5+0:0:0:0:4, 83+0:9:2:1:59
A# minor blues (7#), 5+0:1:0:0:2, 5+0:0:1:0:1, 9+0:3:1:0:6, 8+0:3:0:0:6, 5+0:1:0:0:2, 5+0:0:0:0:3, 9+0:2:0:0:5, 6+0:0:0:1:1, 5+0:0:0:0:2, 6+0:0:0:0:2, 5+0:1:0:0:2, 5+0:0:1:0:1, 5+0:0:0:0:1, 78+0:11:3:1:34
Cb dorian (7b), 3+0:0:0:0:2, 6+0:2:1:0:4, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:3, 8+0:0:0:0:3, 7+0:3:0:1:4, 5+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:1:0:4, 4+0:0:0:0:3, 69+0:9:2:1:36
C# dorian (7#), 5+0:1:0:0:2, 4+0:0:0:0:1, 9+0:3:1:0:6, 8+0:3:0:0:6, 5+0:1:0:0:2, 4+0:0:0:0:2, 9+0:2:0:0:5, 4+0:0:0:0:0, 5+0:0:0:0:2, 6+0:0:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:1, 73+0:11:1:0:32
Cb phrygian (7b), 5+0:0:0:0:3, 6+0:2:1:0:5, 9+0:0:0:0:4, 7+0:0:0:0:3, 6+0:1:0:0:4, 6+0:1:0:0:4, 9+0:0:0:0:5, 7+0:3:0:1:5, 5+0:0:0:0:4, 6+0:0:0:0:3, 5+0:0:0:0:3, 6+0:2:1:0:5, 5+0:0:0:0:4, 82+0:9:2:1:52
C# phrygian (7#), 5+0:1:0:0:2, 5+0:0:1:0:1, 9+0:3:1:0:4, 8+0:3:0:0:4, 5+0:1:0:0:2, 5+0:0:0:0:1, 8+0:2:0:0:3, 5+0:0:0:1:1, 4+0:0:0:0:0, 6+0:0:0:0:1, 5+0:1:0:0:2, 5+0:0:1:0:1, 4+0:0:0:0:1, 74+0:11:3:1:23
Cb lydian (7b), 3+0:0:0:0:2, 6+0:2:1:0:4, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:1:0:0:3, 5+0:1:0:0:3, 8+0:0:0:0:3, 7+0:3:0:1:4, 5+0:0:0:0:3, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:2:1:0:4, 4+0:0:0:0:3, 69+0:9:2:1:36
C# lydian (7#), 5+0:1:0:0:2, 4+0:0:0:0:1, 9+0:3:1:0:6, 8+0:3:0:0:6, 5+0:1:0:0:2, 4+0:0:0:0:2, 9+0:2:0:0:5, 4+0:0:0:0:0, 5+0:0:0:0:2, 6+0:0:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:1, 73+0:11:1:0:32
Cb mixolydian (7b), 5+0:0:0:0:3, 6+0:2:1:0:5, 9+0:0:0:0:4, 7+0:0:0:0:3, 6+0:1:0:0:4, 6+0:1:0:0:4, 9+0:0:0:0:5, 7+0:3:0:1:5, 5+0:0:0:0:4, 6+0:0:0:0:3, 5+0:0:0:0:3, 6+0:2:1:0:5, 5+0:0:0:0:4, 82+0:9:2:1:52
C# mixolydian (7#), 5+0:1:0:0:2, 5+0:0:1:0:1, 9+0:3:1:0:4, 8+0:3:0:0:4, 5+0:1:0:0:2, 5+0:0:0:0:1, 8+0:2:0:0:3, 5+0:0:0:1:1, 4+0:0:0:0:0, 6+0:0:0:0:1, 5+0:1:0:0:2, 5+0:0:1:0:1, 4+0:0:0:0:1, 74+0:11:3:1:23
Cb aeolian (7b), 4+0:0:0:0:3, 6+0:2:1:0:4, 9+0:0:0:0:3, 6+0:0:0:0:2, 5+0:1:0:0:4, 6+0:1:0:0:3, 9+0:0:0:0:4, 7+0:3:0:1:5, 5+0:0:0:0:3, 6+0:0:0:0:3, 4+0:0:0:0:3, 6+0:2:1:0:4, 5+0:0:0:0:4, 78+0:9:2:1:45
C# aeolian (7#), 5+0:1:0:0:2, 4+0:0:0:0:0, 9+0:3:1:0:5, 8+0:3:0:0:5, 5+0:1:0:0:2, 4+0:0:0:0:1, 9+0:2:0:0:4, 6+0:0:0:1:1, 5+0:0:0:0:1, 6+0:0:0:0:2, 5+0:1:0:0:2, 4+0:0:0:0:0, 5+0:0:0:0:1, 75+0:11:1:1:26
Cb locrian (7b), 5+0:0:0:0:3, 6+0:2:1:0:5, 9+0:0:0:0:5, 8+0:0:0:0:4, 6+0:1:0:0:4, 6+0:1:0:0:5, 9+0:0:0:0:6, 7+0:3:0:1:6, 5+0:0:0:0:5, 6+0:0:0:0:4, 5+0:0:0:0:3, 6+0:2:1:0:5, 5+0:0:0:0:4, 83+0:9:2:1:59
C# locrian (7#), 4+0:1:0:0:1, 4+0:0:1:0:1, 8+0:3:1:0:3, 8+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 7+0:2:0:0:2, 4+0:0:0:1:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:1:0:1, 3+0:0:0:0:0, 62+0:11:3:1:14
